dataset,best_params,num_boost_round
FCMtp2sampled_data_5000_set_19,"{'lambda_l1': 1.3524722071698827e-07, 'lambda_l2': 0.18516904308718743, 'num_leaves': 335, 'feature_fraction': 0.5762952637833946, 'bagging_fraction': 0.791179515920029, 'bagging_freq': 11, 'min_child_samples': 4, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",100
FSCS_sampled_data_5000_set_19,"{'lambda_l1': 0.00043135172152045933, 'lambda_l2': 1.9265890461896602e-07, 'num_leaves': 229, 'feature_fraction': 0.6637854160664465, 'bagging_fraction': 0.7695404349236439, 'bagging_freq': 2, 'min_child_samples': 21, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",57
BalancedSampling_sampled_data_5000_set_20,"{'lambda_l1': 0.17728833366838648, 'lambda_l2': 0.5702776133257312, 'num_leaves': 131, 'feature_fraction': 0.789425831417204, 'bagging_fraction': 0.945416179418708, 'bagging_freq': 12, 'min_child_samples': 6, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",100
clhs_sampled_data_5000_set_20,"{'lambda_l1': 0.02196748991428117, 'lambda_l2': 1.124456535089327, 'num_leaves': 371, 'feature_fraction': 0.9406152554850669, 'bagging_fraction': 0.361036918521334, 'bagging_freq': 0, 'min_child_samples': 10, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",90
FCMtp2sampled_data_5000_set_20,"{'lambda_l1': 0.006337506321130168, 'lambda_l2': 0.0099233907627203, 'num_leaves': 501, 'feature_fraction': 0.6356829611000537, 'bagging_fraction': 0.587066660888685, 'bagging_freq': 6, 'min_child_samples': 1, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",87
FSCS_sampled_data_5000_set_20,"{'lambda_l1': 0.0063854865676513895, 'lambda_l2': 4.1464768024282343e-08, 'num_leaves': 340, 'feature_fraction': 0.8180308853043223, 'bagging_fraction': 0.8670182418123369, 'bagging_freq': 7, 'min_child_samples': 26, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",45
BalancedSampling_sampled_data_10000_set_1,"{'lambda_l1': 8.668783393427022e-06, 'lambda_l2': 0.0013542489700048728, 'num_leaves': 338, 'feature_fraction': 0.487095076509875, 'bagging_fraction': 0.8773567962931883, 'bagging_freq': 12, 'min_child_samples': 7, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",100
clhs_sampled_data_10000_set_1,"{'lambda_l1': 0.00976393119589402, 'lambda_l2': 0.0003670366584755335, 'num_leaves': 365, 'feature_fraction': 0.87103138283058, 'bagging_fraction': 0.9465896858171942, 'bagging_freq': 14, 'min_child_samples': 11, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",100
FCMtp2sampled_data_10000_set_1,"{'lambda_l1': 4.582467566667086e-05, 'lambda_l2': 0.19592528793940073, 'num_leaves': 428, 'feature_fraction': 0.5311882293160333, 'bagging_fraction': 0.6821884173328137, 'bagging_freq': 13, 'min_child_samples': 2, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",100
FSCS_sampled_data_10000_set_1,"{'lambda_l1': 0.0529634328307019, 'lambda_l2': 0.0012947395602285522, 'num_leaves': 387, 'feature_fraction': 0.6434183925404267, 'bagging_fraction': 0.9352252681082843, 'bagging_freq': 13, 'min_child_samples': 5, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",100
BalancedSampling_sampled_data_10000_set_2,"{'lambda_l1': 1.0954970910772279e-08, 'lambda_l2': 1.841647890362652e-07, 'num_leaves': 321, 'feature_fraction': 0.5206282252125586, 'bagging_fraction': 0.9853256725979742, 'bagging_freq': 3, 'min_child_samples': 2, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",100
clhs_sampled_data_10000_set_2,"{'lambda_l1': 8.142821897950225e-08, 'lambda_l2': 0.0011016159050163284, 'num_leaves': 361, 'feature_fraction': 0.6018358175050662, 'bagging_fraction': 0.8443283212215198, 'bagging_freq': 12, 'min_child_samples': 2, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",100
FCMtp2sampled_data_10000_set_2,"{'lambda_l1': 0.0009564059051794814, 'lambda_l2': 0.00011843716224678527, 'num_leaves': 464, 'feature_fraction': 0.6142523149384951, 'bagging_fraction': 0.849335923887909, 'bagging_freq': 3, 'min_child_samples': 1, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",99
FSCS_sampled_data_10000_set_2,"{'lambda_l1': 1.6171361560895157e-06, 'lambda_l2': 0.0001462820141000302, 'num_leaves': 412, 'feature_fraction': 0.7408326567787396, 'bagging_fraction': 0.8872013972610795, 'bagging_freq': 1, 'min_child_samples': 1, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",100
BalancedSampling_sampled_data_10000_set_3,"{'lambda_l1': 0.0017285119438942642, 'lambda_l2': 0.19625529963376556, 'num_leaves': 332, 'feature_fraction': 0.6360597321288602, 'bagging_fraction': 0.8485245851694024, 'bagging_freq': 8, 'min_child_samples': 2, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",100
clhs_sampled_data_10000_set_3,"{'lambda_l1': 0.00011813659193323345, 'lambda_l2': 1.8756129125234686e-06, 'num_leaves': 387, 'feature_fraction': 0.6625044288432549, 'bagging_fraction': 0.9623261884978606, 'bagging_freq': 2, 'min_child_samples': 11, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",100
FCMtp2sampled_data_10000_set_3,"{'lambda_l1': 0.05247076738847198, 'lambda_l2': 0.02061598292509591, 'num_leaves': 499, 'feature_fraction': 0.6019978739849098, 'bagging_fraction': 0.9474002184268487, 'bagging_freq': 13, 'min_child_samples': 9, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",100
FSCS_sampled_data_10000_set_3,"{'lambda_l1': 0.04677790960347657, 'lambda_l2': 1.6189125357550404e-05, 'num_leaves': 295, 'feature_fraction': 0.645799960898174, 'bagging_fraction': 0.90739311454303, 'bagging_freq': 2, 'min_child_samples': 8, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",100
BalancedSampling_sampled_data_10000_set_4,"{'lambda_l1': 7.792402529004707e-08, 'lambda_l2': 0.0007682383913492462, 'num_leaves': 338, 'feature_fraction': 0.5902958142969889, 'bagging_fraction': 0.7724024432433493, 'bagging_freq': 14, 'min_child_samples': 9, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",100
clhs_sampled_data_10000_set_4,"{'lambda_l1': 5.467308719008436e-08, 'lambda_l2': 2.32617423836849e-05, 'num_leaves': 309, 'feature_fraction': 0.9834124152089989, 'bagging_fraction': 0.7811145494608696, 'bagging_freq': 1, 'min_child_samples': 1, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",100
FCMtp2sampled_data_10000_set_4,"{'lambda_l1': 0.00018813603728277657, 'lambda_l2': 0.005755039898436708, 'num_leaves': 352, 'feature_fraction': 0.8004478342347141, 'bagging_fraction': 0.8642064552720081, 'bagging_freq': 9, 'min_child_samples': 6, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",100
FSCS_sampled_data_10000_set_4,"{'lambda_l1': 3.536972764354841e-06, 'lambda_l2': 3.7079325533616046e-06, 'num_leaves': 255, 'feature_fraction': 0.8370248916122002, 'bagging_fraction': 0.8640087326644784, 'bagging_freq': 2, 'min_child_samples': 8, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",100
BalancedSampling_sampled_data_10000_set_5,"{'lambda_l1': 4.0389369228920293e-07, 'lambda_l2': 0.27482546344638054, 'num_leaves': 365, 'feature_fraction': 0.503325921169649, 'bagging_fraction': 0.8741992035568469, 'bagging_freq': 2, 'min_child_samples': 7, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",100
clhs_sampled_data_10000_set_5,"{'lambda_l1': 0.00031551803028236454, 'lambda_l2': 2.4293809681436803e-08, 'num_leaves': 312, 'feature_fraction': 0.9479237285131253, 'bagging_fraction': 0.9494155966739609, 'bagging_freq': 3, 'min_child_samples': 3, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",100
FCMtp2sampled_data_10000_set_5,"{'lambda_l1': 0.002415600380203318, 'lambda_l2': 1.2533752925636897e-08, 'num_leaves': 481, 'feature_fraction': 0.6731233457818706, 'bagging_fraction': 0.84809799374886, 'bagging_freq': 7, 'min_child_samples': 2, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",100
FSCS_sampled_data_10000_set_5,"{'lambda_l1': 2.8884772803555807e-06, 'lambda_l2': 0.0010295755980647026, 'num_leaves': 332, 'feature_fraction': 0.6838263966668086, 'bagging_fraction': 0.9471610293905278, 'bagging_freq': 1, 'min_child_samples': 11, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",100
BalancedSampling_sampled_data_10000_set_6,"{'lambda_l1': 0.04169293038590382, 'lambda_l2': 0.024332262185833738, 'num_leaves': 282, 'feature_fraction': 0.7272259532300769, 'bagging_fraction': 0.7568788706106082, 'bagging_freq': 0, 'min_child_samples': 2, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",100
clhs_sampled_data_10000_set_6,"{'lambda_l1': 0.027475448770655875, 'lambda_l2': 2.2285319106279355e-08, 'num_leaves': 504, 'feature_fraction': 0.6328285359876871, 'bagging_fraction': 0.6026304781093011, 'bagging_freq': 0, 'min_child_samples': 7, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",100
FCMtp2sampled_data_10000_set_6,"{'lambda_l1': 0.013916247295176244, 'lambda_l2': 8.166344003365022e-06, 'num_leaves': 505, 'feature_fraction': 0.47997343666958214, 'bagging_fraction': 0.9973407019732627, 'bagging_freq': 3, 'min_child_samples': 1, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",99
FSCS_sampled_data_10000_set_6,"{'lambda_l1': 0.25431620997188326, 'lambda_l2': 1.0617290586028935e-05, 'num_leaves': 175, 'feature_fraction': 0.8840344511627607, 'bagging_fraction': 0.9750117890442971, 'bagging_freq': 1, 'min_child_samples': 1, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",100
BalancedSampling_sampled_data_10000_set_7,"{'lambda_l1': 1.2692940906262765e-06, 'lambda_l2': 0.19618988959283662, 'num_leaves': 352, 'feature_fraction': 0.8157905726320381, 'bagging_fraction': 0.9213024417421156, 'bagging_freq': 13, 'min_child_samples': 2, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",100
clhs_sampled_data_10000_set_7,"{'lambda_l1': 0.4319112234951298, 'lambda_l2': 9.906896405925818e-06, 'num_leaves': 273, 'feature_fraction': 0.5327372522534908, 'bagging_fraction': 0.978668438142271, 'bagging_freq': 0, 'min_child_samples': 2, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",100
FCMtp2sampled_data_10000_set_7,"{'lambda_l1': 0.00035262367372626904, 'lambda_l2': 4.3763688244335236e-07, 'num_leaves': 385, 'feature_fraction': 0.5352888591243663, 'bagging_fraction': 0.9013737373422621, 'bagging_freq': 0, 'min_child_samples': 4, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",100
FSCS_sampled_data_10000_set_7,"{'lambda_l1': 0.09179007026023643, 'lambda_l2': 7.990327872502129e-08, 'num_leaves': 316, 'feature_fraction': 0.5444086439964513, 'bagging_fraction': 0.9116130709811507, 'bagging_freq': 13, 'min_child_samples': 8, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",100
BalancedSampling_sampled_data_10000_set_8,"{'lambda_l1': 0.004454648425712884, 'lambda_l2': 0.0003385516269792814, 'num_leaves': 364, 'feature_fraction': 0.6715105214769237, 'bagging_fraction': 0.7962601317704814, 'bagging_freq': 3, 'min_child_samples': 7, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",100
clhs_sampled_data_10000_set_8,"{'lambda_l1': 2.6912877076114663e-06, 'lambda_l2': 8.990780736696461e-06, 'num_leaves': 387, 'feature_fraction': 0.6506762943003558, 'bagging_fraction': 0.9213663575610651, 'bagging_freq': 1, 'min_child_samples': 13, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",100
FCMtp2sampled_data_10000_set_8,"{'lambda_l1': 0.008261904982746537, 'lambda_l2': 0.004623718830331665, 'num_leaves': 413, 'feature_fraction': 0.6979338803577702, 'bagging_fraction': 0.8528536989255731, 'bagging_freq': 1, 'min_child_samples': 5, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",100
FSCS_sampled_data_10000_set_8,"{'lambda_l1': 0.0007355250041043436, 'lambda_l2': 1.7084946432884643e-05, 'num_leaves': 501, 'feature_fraction': 0.7182063660105369, 'bagging_fraction': 0.8724611897070607, 'bagging_freq': 1, 'min_child_samples': 4, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",100
BalancedSampling_sampled_data_10000_set_9,"{'lambda_l1': 4.886421921555254e-07, 'lambda_l2': 6.549587593902661e-07, 'num_leaves': 237, 'feature_fraction': 0.598252861844146, 'bagging_fraction': 0.8301905857890601, 'bagging_freq': 3, 'min_child_samples': 10, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",100
clhs_sampled_data_10000_set_9,"{'lambda_l1': 0.0031818986254850477, 'lambda_l2': 0.0008294571639597455, 'num_leaves': 470, 'feature_fraction': 0.807466185877345, 'bagging_fraction': 0.597469904230525, 'bagging_freq': 0, 'min_child_samples': 6, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",98
FCMtp2sampled_data_10000_set_9,"{'lambda_l1': 8.504630673513105e-05, 'lambda_l2': 0.0013384572187192367, 'num_leaves': 269, 'feature_fraction': 0.9879866458000187, 'bagging_fraction': 0.9595144934165657, 'bagging_freq': 11, 'min_child_samples': 10, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",100
FSCS_sampled_data_10000_set_9,"{'lambda_l1': 0.019960353153824325, 'lambda_l2': 3.6466226194646203, 'num_leaves': 406, 'feature_fraction': 0.4889108787218517, 'bagging_fraction': 0.7425079722744082, 'bagging_freq': 0, 'min_child_samples': 4, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",100
BalancedSampling_sampled_data_10000_set_10,"{'lambda_l1': 7.413246318195822e-08, 'lambda_l2': 2.2073214772136045e-08, 'num_leaves': 460, 'feature_fraction': 0.4659469169633822, 'bagging_fraction': 0.9357996887933195, 'bagging_freq': 4, 'min_child_samples': 11, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",100
clhs_sampled_data_10000_set_10,"{'lambda_l1': 1.6495192039231752e-06, 'lambda_l2': 0.0006940455226058998, 'num_leaves': 280, 'feature_fraction': 0.6322578813755824, 'bagging_fraction': 0.9521170215408907, 'bagging_freq': 3, 'min_child_samples': 2, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",100
FCMtp2sampled_data_10000_set_10,"{'lambda_l1': 0.01490160229934173, 'lambda_l2': 0.008265372763108913, 'num_leaves': 407, 'feature_fraction': 0.5387104637051319, 'bagging_fraction': 0.9497641005416763, 'bagging_freq': 11, 'min_child_samples': 6, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",100
FSCS_sampled_data_10000_set_10,"{'lambda_l1': 1.950359571625153e-07, 'lambda_l2': 5.743210576790093e-07, 'num_leaves': 337, 'feature_fraction': 0.5576786499108816, 'bagging_fraction': 0.8322597530294852, 'bagging_freq': 0, 'min_child_samples': 5, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",100
BalancedSampling_sampled_data_10000_set_11,"{'lambda_l1': 1.3885560800818459e-06, 'lambda_l2': 0.09345301080965998, 'num_leaves': 334, 'feature_fraction': 0.6983115581402599, 'bagging_fraction': 0.803769417588913, 'bagging_freq': 2, 'min_child_samples': 8, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",100
clhs_sampled_data_10000_set_11,"{'lambda_l1': 6.861547624248125e-06, 'lambda_l2': 0.0006018726703282656, 'num_leaves': 402, 'feature_fraction': 0.6260418688623333, 'bagging_fraction': 0.8216359230409563, 'bagging_freq': 5, 'min_child_samples': 7, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",100
FCMtp2sampled_data_10000_set_11,"{'lambda_l1': 8.505674211167316e-05, 'lambda_l2': 1.5805398033643567e-05, 'num_leaves': 252, 'feature_fraction': 0.6172665092963464, 'bagging_fraction': 0.8421760902351625, 'bagging_freq': 1, 'min_child_samples': 6, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",100
FSCS_sampled_data_10000_set_11,"{'lambda_l1': 7.29046455427318e-06, 'lambda_l2': 0.0007069242451433724, 'num_leaves': 335, 'feature_fraction': 0.5849821860463814, 'bagging_fraction': 0.799210459327434, 'bagging_freq': 13, 'min_child_samples': 5, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",100
BalancedSampling_sampled_data_10000_set_12,"{'lambda_l1': 7.477022671274477e-07, 'lambda_l2': 0.0007531816458560868, 'num_leaves': 466, 'feature_fraction': 0.528124813517753, 'bagging_fraction': 0.8248872504847852, 'bagging_freq': 7, 'min_child_samples': 10, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",100
clhs_sampled_data_10000_set_12,"{'lambda_l1': 2.8249645985864483e-07, 'lambda_l2': 0.00026255624725359536, 'num_leaves': 368, 'feature_fraction': 0.8724652283844915, 'bagging_fraction': 0.7717428060284808, 'bagging_freq': 1, 'min_child_samples': 6, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",100
FCMtp2sampled_data_10000_set_12,"{'lambda_l1': 0.0038285248860186524, 'lambda_l2': 0.01807975065888948, 'num_leaves': 432, 'feature_fraction': 0.7383682750742053, 'bagging_fraction': 0.8437060283348736, 'bagging_freq': 1, 'min_child_samples': 7, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",100
FSCS_sampled_data_10000_set_12,"{'lambda_l1': 0.0794741828568336, 'lambda_l2': 3.131270388265191, 'num_leaves': 361, 'feature_fraction': 0.713343942778577, 'bagging_fraction': 0.6508071301669736, 'bagging_freq': 6, 'min_child_samples': 4, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",100
BalancedSampling_sampled_data_10000_set_13,"{'lambda_l1': 1.1529097674574577e-05, 'lambda_l2': 0.007877335998769821, 'num_leaves': 415, 'feature_fraction': 0.8430545397637659, 'bagging_fraction': 0.9879083909612587, 'bagging_freq': 10, 'min_child_samples': 1, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",100
clhs_sampled_data_10000_set_13,"{'lambda_l1': 5.4629094836991745e-06, 'lambda_l2': 0.0019041297683775318, 'num_leaves': 329, 'feature_fraction': 0.838900252898492, 'bagging_fraction': 0.9266185835264791, 'bagging_freq': 1, 'min_child_samples': 11, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",100
FCMtp2sampled_data_10000_set_13,"{'lambda_l1': 5.6303318437696943e-08, 'lambda_l2': 1.6380366205481442e-05, 'num_leaves': 289, 'feature_fraction': 0.6345657555649433, 'bagging_fraction': 0.8883453935840384, 'bagging_freq': 11, 'min_child_samples': 9, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",100
FSCS_sampled_data_10000_set_13,"{'lambda_l1': 8.102157160379367e-07, 'lambda_l2': 6.046300630493571e-08, 'num_leaves': 259, 'feature_fraction': 0.6377786154538405, 'bagging_fraction': 0.9751999500567662, 'bagging_freq': 10, 'min_child_samples': 6, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",100
BalancedSampling_sampled_data_10000_set_14,"{'lambda_l1': 0.00926903970644097, 'lambda_l2': 2.4672631305245786e-08, 'num_leaves': 385, 'feature_fraction': 0.6305538976455343, 'bagging_fraction': 0.9918189163752482, 'bagging_freq': 13, 'min_child_samples': 7, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",100
clhs_sampled_data_10000_set_14,"{'lambda_l1': 0.14804695011336882, 'lambda_l2': 7.333601264204276e-07, 'num_leaves': 290, 'feature_fraction': 0.6000208867163108, 'bagging_fraction': 0.7091742184034406, 'bagging_freq': 11, 'min_child_samples': 1, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",100
FCMtp2sampled_data_10000_set_14,"{'lambda_l1': 0.14414353277224687, 'lambda_l2': 5.396645687605274e-07, 'num_leaves': 311, 'feature_fraction': 0.8497197338123307, 'bagging_fraction': 0.8647692538338747, 'bagging_freq': 0, 'min_child_samples': 2, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",100
FSCS_sampled_data_10000_set_14,"{'lambda_l1': 8.070689666628531e-07, 'lambda_l2': 0.47730229929506374, 'num_leaves': 234, 'feature_fraction': 0.454530376334771, 'bagging_fraction': 0.8829222881754836, 'bagging_freq': 3, 'min_child_samples': 1, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",100
BalancedSampling_sampled_data_10000_set_15,"{'lambda_l1': 0.21253440354698488, 'lambda_l2': 7.190330409484005e-05, 'num_leaves': 318, 'feature_fraction': 0.5514408617277571, 'bagging_fraction': 0.9279698489537936, 'bagging_freq': 6, 'min_child_samples': 9, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",100
clhs_sampled_data_10000_set_15,"{'lambda_l1': 1.2513742549692623e-08, 'lambda_l2': 0.01847264739623966, 'num_leaves': 393, 'feature_fraction': 0.5663705673647345, 'bagging_fraction': 0.9750251238662664, 'bagging_freq': 4, 'min_child_samples': 4, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",100
FCMtp2sampled_data_10000_set_15,"{'lambda_l1': 1.3558098338043022e-08, 'lambda_l2': 2.6302261409668472e-06, 'num_leaves': 310, 'feature_fraction': 0.6397881151335257, 'bagging_fraction': 0.9534637330753186, 'bagging_freq': 1, 'min_child_samples': 4, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",100
FSCS_sampled_data_10000_set_15,"{'lambda_l1': 6.163553594159127e-05, 'lambda_l2': 1.1311952871086317e-08, 'num_leaves': 409, 'feature_fraction': 0.848327631997704, 'bagging_fraction': 0.8734226621044551, 'bagging_freq': 11, 'min_child_samples': 11, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",100
BalancedSampling_sampled_data_10000_set_16,"{'lambda_l1': 2.0904847745141958e-06, 'lambda_l2': 0.0074874543477909325, 'num_leaves': 299, 'feature_fraction': 0.6038088764166297, 'bagging_fraction': 0.9077868825005215, 'bagging_freq': 6, 'min_child_samples': 1, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",100
clhs_sampled_data_10000_set_16,"{'lambda_l1': 0.05721938983975739, 'lambda_l2': 0.011859727683838611, 'num_leaves': 268, 'feature_fraction': 0.4992266837518936, 'bagging_fraction': 0.673275938158984, 'bagging_freq': 0, 'min_child_samples': 14, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",100
FCMtp2sampled_data_10000_set_16,"{'lambda_l1': 0.0004860707753897993, 'lambda_l2': 2.1395906727250673, 'num_leaves': 376, 'feature_fraction': 0.8269442099308778, 'bagging_fraction': 0.9450452089871669, 'bagging_freq': 4, 'min_child_samples': 1, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",100
FSCS_sampled_data_10000_set_16,"{'lambda_l1': 0.08133848944961235, 'lambda_l2': 1.161584222803978e-06, 'num_leaves': 432, 'feature_fraction': 0.8447639316102362, 'bagging_fraction': 0.9204348918746101, 'bagging_freq': 15, 'min_child_samples': 1, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",100
BalancedSampling_sampled_data_10000_set_17,"{'lambda_l1': 0.03471783647054529, 'lambda_l2': 0.10556081987316551, 'num_leaves': 211, 'feature_fraction': 0.6459218120562858, 'bagging_fraction': 0.9085161949458862, 'bagging_freq': 12, 'min_child_samples': 1, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",100
clhs_sampled_data_10000_set_17,"{'lambda_l1': 0.00039695132308656243, 'lambda_l2': 1.578210463829759e-08, 'num_leaves': 506, 'feature_fraction': 0.605037102934055, 'bagging_fraction': 0.8211133476576333, 'bagging_freq': 12, 'min_child_samples': 2, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",100
FCMtp2sampled_data_10000_set_17,"{'lambda_l1': 0.12043855404299082, 'lambda_l2': 1.7516780600699195e-06, 'num_leaves': 473, 'feature_fraction': 0.577961230328863, 'bagging_fraction': 0.8711773971617605, 'bagging_freq': 5, 'min_child_samples': 5, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",100
FSCS_sampled_data_10000_set_17,"{'lambda_l1': 1.003441671080953e-06, 'lambda_l2': 5.62297418176853e-08, 'num_leaves': 439, 'feature_fraction': 0.45445542538680817, 'bagging_fraction': 0.9448978008065685, 'bagging_freq': 11, 'min_child_samples': 5, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",100
BalancedSampling_sampled_data_10000_set_18,"{'lambda_l1': 1.5107030360117036e-07, 'lambda_l2': 1.6613183560960738e-05, 'num_leaves': 503, 'feature_fraction': 0.6847710341179178, 'bagging_fraction': 0.9900263881121747, 'bagging_freq': 8, 'min_child_samples': 7, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",100
clhs_sampled_data_10000_set_18,"{'lambda_l1': 6.407565050964613e-06, 'lambda_l2': 2.184041543204404, 'num_leaves': 486, 'feature_fraction': 0.8819118018275101, 'bagging_fraction': 0.9797647434383073, 'bagging_freq': 3, 'min_child_samples': 2, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",100
FCMtp2sampled_data_10000_set_18,"{'lambda_l1': 1.0579376184701146e-08, 'lambda_l2': 0.03142770050469754, 'num_leaves': 267, 'feature_fraction': 0.60690884802151, 'bagging_fraction': 0.9556875355430134, 'bagging_freq': 11, 'min_child_samples': 3, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",100
