dataset,best_params,r2,rmsle
SRS_sampled_df_10000_set_4,"{'n_estimators': 980, 'max_depth': 14, 'min_samples_split': 16, 'min_samples_leaf': 8, 'max_features': 'sqrt'}",0.7842290102756825,0.5781812151244897
SRS_sampled_df_10000_set_5,"{'n_estimators': 507, 'max_depth': 19, 'min_samples_split': 8, 'min_samples_leaf': 1, 'max_features': 'log2'}",0.8235573907702872,0.483513750826809
SRS_sampled_df_10000_set_6,"{'n_estimators': 92, 'max_depth': 19, 'min_samples_split': 15, 'min_samples_leaf': 2, 'max_features': 'sqrt'}",0.8063790910845771,0.5161363540713704
SRS_sampled_df_10000_set_7,"{'n_estimators': 687, 'max_depth': 18, 'min_samples_split': 9, 'min_samples_leaf': 4, 'max_features': 'sqrt'}",0.7981636639875953,0.5374814830762462
SRS_sampled_df_10000_set_8,"{'n_estimators': 883, 'max_depth': 18, 'min_samples_split': 6, 'min_samples_leaf': 2, 'max_features': 'log2'}",0.8083883954538053,0.494296812995063
SRS_sampled_df_10000_set_9,"{'n_estimators': 524, 'max_depth': 21, 'min_samples_split': 4, 'min_samples_leaf': 2, 'max_features': 'sqrt'}",0.8285503283001963,0.4986397959461621
SRS_sampled_df_10000_set_10,"{'n_estimators': 514, 'max_depth': 16, 'min_samples_split': 12, 'min_samples_leaf': 10, 'max_features': 'sqrt'}",0.7662858686085914,0.5495930949874298
SRS_sampled_df_10000_set_11,"{'n_estimators': 617, 'max_depth': 22, 'min_samples_split': 2, 'min_samples_leaf': 2, 'max_features': 'log2'}",0.8214900344015679,0.5001633892478161
SRS_sampled_df_10000_set_12,"{'n_estimators': 416, 'max_depth': 22, 'min_samples_split': 5, 'min_samples_leaf': 7, 'max_features': 'log2'}",0.7833056545871276,0.564430143706047
SRS_sampled_df_10000_set_13,"{'n_estimators': 663, 'max_depth': 23, 'min_samples_split': 4, 'min_samples_leaf': 1, 'max_features': 'log2'}",0.8423971568402528,0.4649741674819633
SRS_sampled_df_10000_set_14,"{'n_estimators': 154, 'max_depth': 21, 'min_samples_split': 13, 'min_samples_leaf': 4, 'max_features': 'log2'}",0.8053079091614219,0.5219794959559592
SRS_sampled_df_10000_set_15,"{'n_estimators': 812, 'max_depth': 32, 'min_samples_split': 3, 'min_samples_leaf': 5, 'max_features': 'sqrt'}",0.8004638296241212,0.5178230494125512
SRS_sampled_df_10000_set_16,"{'n_estimators': 93, 'max_depth': 23, 'min_samples_split': 8, 'min_samples_leaf': 1, 'max_features': 'sqrt'}",0.824123192062682,0.48779282683702413
SRS_sampled_df_10000_set_17,"{'n_estimators': 540, 'max_depth': 26, 'min_samples_split': 14, 'min_samples_leaf': 2, 'max_features': 'sqrt'}",0.8076759293098958,0.5339006335436739
SRS_sampled_df_10000_set_18,"{'n_estimators': 359, 'max_depth': 17, 'min_samples_split': 2, 'min_samples_leaf': 2, 'max_features': 'log2'}",0.8271493388825508,0.47485553334222524
SRS_sampled_df_10000_set_19,"{'n_estimators': 363, 'max_depth': 15, 'min_samples_split': 2, 'min_samples_leaf': 2, 'max_features': 'sqrt'}",0.8280179418531208,0.48957303454971873
SRS_sampled_df_10000_set_20,"{'n_estimators': 818, 'max_depth': 18, 'min_samples_split': 9, 'min_samples_leaf': 8, 'max_features': 'log2'}",0.780187487585658,0.5586231542790282
