dataset,best_params,num_boost_round,r2,rmsle
FCMtp2sampled_data_1000_set_18,"{'lambda_l1': 2.107604950602692e-06, 'lambda_l2': 0.016584123747422522, 'num_leaves': 231, 'feature_fraction': 0.9117271581667451, 'bagging_fraction': 0.8210468183148547, 'bagging_freq': 1, 'min_child_samples': 9, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",100,0.5213504416796164,0.6469843446621978
FSCS_sampled_data_1000_set_18,"{'lambda_l1': 8.436896979562415e-05, 'lambda_l2': 1.0849672616491932, 'num_leaves': 434, 'feature_fraction': 0.570403597638046, 'bagging_fraction': 0.6726287538786011, 'bagging_freq': 1, 'min_child_samples': 28, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",64,0.7141963811508221,0.5653807331944115
BalancedSampling_sampled_data_1000_set_19,"{'lambda_l1': 0.000329276219654223, 'lambda_l2': 0.00017448120573606722, 'num_leaves': 211, 'feature_fraction': 0.8155096209235173, 'bagging_fraction': 0.7250025705791936, 'bagging_freq': 3, 'min_child_samples': 20, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",41,0.6990082731416603,0.5660935257475227
clhs_sampled_data_1000_set_19,"{'lambda_l1': 0.023225706327913126, 'lambda_l2': 0.19784452424502208, 'num_leaves': 420, 'feature_fraction': 0.6045836482679695, 'bagging_fraction': 0.8725126463613244, 'bagging_freq': 5, 'min_child_samples': 42, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",59,0.7036133441098993,0.5979216506276287
FCMtp2sampled_data_1000_set_19,"{'lambda_l1': 1.0802330761518573e-08, 'lambda_l2': 0.0001340494903539664, 'num_leaves': 95, 'feature_fraction': 0.497669770690343, 'bagging_fraction': 0.10710364769732672, 'bagging_freq': 0, 'min_child_samples': 1, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",100,0.40615695049354006,0.7120519753667899
FSCS_sampled_data_1000_set_19,"{'lambda_l1': 0.014412443775394055, 'lambda_l2': 0.04054915249216195, 'num_leaves': 265, 'feature_fraction': 0.7156439270663257, 'bagging_fraction': 0.8443548231752687, 'bagging_freq': 3, 'min_child_samples': 33, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",38,0.7107126905002983,0.5806468904776751
BalancedSampling_sampled_data_1000_set_20,"{'lambda_l1': 0.0006332608912096162, 'lambda_l2': 3.6183272432783706e-06, 'num_leaves': 292, 'feature_fraction': 0.7823290402254837, 'bagging_fraction': 0.6353744499800031, 'bagging_freq': 3, 'min_child_samples': 75, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",87,0.6834259924133856,0.6177475758904993
clhs_sampled_data_1000_set_20,"{'lambda_l1': 6.007079823822003e-08, 'lambda_l2': 0.00626453093068512, 'num_leaves': 286, 'feature_fraction': 0.8197139982010075, 'bagging_fraction': 0.8404181113831957, 'bagging_freq': 9, 'min_child_samples': 22, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",63,0.6986385535973699,0.5896696133284955
FCMtp2sampled_data_1000_set_20,"{'lambda_l1': 3.851131117132216e-08, 'lambda_l2': 1.2009680686429636, 'num_leaves': 143, 'feature_fraction': 0.7185328372798933, 'bagging_fraction': 0.8769756012141179, 'bagging_freq': 5, 'min_child_samples': 1, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",88,0.04847096715035648,0.7653810132193594
FSCS_sampled_data_1000_set_20,"{'lambda_l1': 2.163690009347806, 'lambda_l2': 0.052098292540694056, 'num_leaves': 129, 'feature_fraction': 0.7918801299373519, 'bagging_fraction': 0.932466582756212, 'bagging_freq': 4, 'min_child_samples': 19, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",44,0.7165663090121629,0.5524171661438856
BalancedSampling_sampled_data_5000_set_1,"{'lambda_l1': 1.6436119683012487e-07, 'lambda_l2': 0.821580019057399, 'num_leaves': 206, 'feature_fraction': 0.5600499272788295, 'bagging_fraction': 0.9143255801091656, 'bagging_freq': 4, 'min_child_samples': 1, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",99,0.7952448912212768,0.5025065690616022
clhs_sampled_data_5000_set_1,"{'lambda_l1': 1.3505204032270059e-08, 'lambda_l2': 9.720736215298842, 'num_leaves': 331, 'feature_fraction': 0.9496385427996357, 'bagging_fraction': 0.8195181399948988, 'bagging_freq': 7, 'min_child_samples': 4, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",99,0.80329607075347,0.4786049716443379
FCMtp2sampled_data_5000_set_1,"{'lambda_l1': 0.00026875898411822, 'lambda_l2': 1.2921590421461029e-05, 'num_leaves': 234, 'feature_fraction': 0.6344359876845482, 'bagging_fraction': 0.7556188949874346, 'bagging_freq': 4, 'min_child_samples': 8, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",100,0.6418135551291195,0.6354329445347228
FSCS_sampled_data_5000_set_1,"{'lambda_l1': 1.0009988274244522e-07, 'lambda_l2': 9.062916617583266, 'num_leaves': 333, 'feature_fraction': 0.7587761291215402, 'bagging_fraction': 0.8559231035172553, 'bagging_freq': 0, 'min_child_samples': 1, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",75,0.8738674911340941,0.4061184761790585
BalancedSampling_sampled_data_5000_set_2,"{'lambda_l1': 2.5898407939082022e-05, 'lambda_l2': 0.027089436792402236, 'num_leaves': 245, 'feature_fraction': 0.8094218834324269, 'bagging_fraction': 0.5048870592190523, 'bagging_freq': 0, 'min_child_samples': 11, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",98,0.7978862353423825,0.489635792239504
clhs_sampled_data_5000_set_2,"{'lambda_l1': 1.3786913218433932e-08, 'lambda_l2': 0.0032674265399705578, 'num_leaves': 426, 'feature_fraction': 0.9351158034360034, 'bagging_fraction': 0.9668943315156295, 'bagging_freq': 12, 'min_child_samples': 10, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",81,0.8052076125426797,0.49436432402042224
FCMtp2sampled_data_5000_set_2,"{'lambda_l1': 2.9018429363177752e-06, 'lambda_l2': 0.0005497963493234703, 'num_leaves': 353, 'feature_fraction': 0.5505640362973403, 'bagging_fraction': 0.8904924027486195, 'bagging_freq': 2, 'min_child_samples': 4, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",100,0.6395949535035049,0.6037036093727487
FSCS_sampled_data_5000_set_2,"{'lambda_l1': 6.178837836982915e-05, 'lambda_l2': 8.363467549858504, 'num_leaves': 313, 'feature_fraction': 0.561690502269261, 'bagging_fraction': 0.7409831091583624, 'bagging_freq': 4, 'min_child_samples': 10, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",86,0.8584510012198137,0.44170021917231717
BalancedSampling_sampled_data_5000_set_3,"{'lambda_l1': 6.127932792218545e-08, 'lambda_l2': 4.964043299765705, 'num_leaves': 471, 'feature_fraction': 0.6560815209318767, 'bagging_fraction': 0.9405195698813623, 'bagging_freq': 11, 'min_child_samples': 5, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",100,0.8049988283485365,0.4872877231101725
clhs_sampled_data_5000_set_3,"{'lambda_l1': 1.5885991995020685e-08, 'lambda_l2': 0.015490342165120859, 'num_leaves': 320, 'feature_fraction': 0.6767880139336458, 'bagging_fraction': 0.6535937919972341, 'bagging_freq': 0, 'min_child_samples': 16, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",84,0.8021035755228624,0.48243354444378017
FCMtp2sampled_data_5000_set_3,"{'lambda_l1': 0.00024938090761261804, 'lambda_l2': 2.4084226535986363e-06, 'num_leaves': 189, 'feature_fraction': 0.6335779561452328, 'bagging_fraction': 0.8852801921845785, 'bagging_freq': 9, 'min_child_samples': 1, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",100,0.6276961417424238,0.6198030917684275
FSCS_sampled_data_5000_set_3,"{'lambda_l1': 3.6291753412126986, 'lambda_l2': 9.132969022904342e-06, 'num_leaves': 393, 'feature_fraction': 0.6714873414967253, 'bagging_fraction': 0.9485095299160087, 'bagging_freq': 12, 'min_child_samples': 20, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",100,0.8502934480613563,0.45192606995838386
BalancedSampling_sampled_data_5000_set_4,"{'lambda_l1': 4.658549204137729e-07, 'lambda_l2': 1.00669880241272e-06, 'num_leaves': 152, 'feature_fraction': 0.9694551071787957, 'bagging_fraction': 0.9962481585110194, 'bagging_freq': 6, 'min_child_samples': 7, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",100,0.7965527624836057,0.4997308390922643
clhs_sampled_data_5000_set_4,"{'lambda_l1': 1.9707967158006279e-07, 'lambda_l2': 0.00011592080464132587, 'num_leaves': 198, 'feature_fraction': 0.6315034636257669, 'bagging_fraction': 0.9468396729047203, 'bagging_freq': 14, 'min_child_samples': 6, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",100,0.8062159624465288,0.49328063548358364
FCMtp2sampled_data_5000_set_4,"{'lambda_l1': 1.2773749845006496e-05, 'lambda_l2': 0.2929606132487176, 'num_leaves': 286, 'feature_fraction': 0.6136549547227609, 'bagging_fraction': 0.8508462143403658, 'bagging_freq': 2, 'min_child_samples': 8, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",100,0.6234700172221057,0.6523611569523832
FSCS_sampled_data_5000_set_4,"{'lambda_l1': 0.01832927631205478, 'lambda_l2': 0.030937826214190868, 'num_leaves': 233, 'feature_fraction': 0.6748482050861742, 'bagging_fraction': 0.9925127002011412, 'bagging_freq': 2, 'min_child_samples': 2, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",96,0.8802855276107135,0.3989812549844475
BalancedSampling_sampled_data_5000_set_5,"{'lambda_l1': 0.18891685615952541, 'lambda_l2': 0.05609057937513634, 'num_leaves': 374, 'feature_fraction': 0.5543012358176495, 'bagging_fraction': 0.800672147798144, 'bagging_freq': 0, 'min_child_samples': 9, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",83,0.8033896727664588,0.4907143150992252
clhs_sampled_data_5000_set_5,"{'lambda_l1': 1.7091477818349283e-06, 'lambda_l2': 4.80137406033023e-07, 'num_leaves': 277, 'feature_fraction': 0.7292541463816372, 'bagging_fraction': 0.771256066967235, 'bagging_freq': 1, 'min_child_samples': 4, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",85,0.7975043289437485,0.49293885798162135
FCMtp2sampled_data_5000_set_5,"{'lambda_l1': 6.204582481714595e-08, 'lambda_l2': 0.7952865445965085, 'num_leaves': 418, 'feature_fraction': 0.7019892959670375, 'bagging_fraction': 0.8106667843295923, 'bagging_freq': 1, 'min_child_samples': 6, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",100,0.6361060811387124,0.6357352052880739
FSCS_sampled_data_5000_set_5,"{'lambda_l1': 3.090378572242855e-08, 'lambda_l2': 0.0007788142911312101, 'num_leaves': 272, 'feature_fraction': 0.8289127950092379, 'bagging_fraction': 0.9006426037532256, 'bagging_freq': 0, 'min_child_samples': 26, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",45,0.8267510164037133,0.47310271202506193
BalancedSampling_sampled_data_5000_set_6,"{'lambda_l1': 0.005340421808931448, 'lambda_l2': 0.00017820711445051831, 'num_leaves': 174, 'feature_fraction': 0.491410773939605, 'bagging_fraction': 0.9176470079984109, 'bagging_freq': 6, 'min_child_samples': 8, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",100,0.8002876972941725,0.5096763032659635
clhs_sampled_data_5000_set_6,"{'lambda_l1': 7.005635430721115e-08, 'lambda_l2': 4.815794615699918, 'num_leaves': 183, 'feature_fraction': 0.850830440067798, 'bagging_fraction': 0.8366158445529761, 'bagging_freq': 5, 'min_child_samples': 9, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",100,0.8020924522752326,0.5066827432147404
FCMtp2sampled_data_5000_set_6,"{'lambda_l1': 0.00019190749174357617, 'lambda_l2': 1.2466461024679912e-07, 'num_leaves': 239, 'feature_fraction': 0.5277564017545067, 'bagging_fraction': 0.9599053250380304, 'bagging_freq': 5, 'min_child_samples': 1, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",100,0.594170739167208,0.6497793839645614
FSCS_sampled_data_5000_set_6,"{'lambda_l1': 2.0874438865815397e-06, 'lambda_l2': 0.24906568150283043, 'num_leaves': 141, 'feature_fraction': 0.7149350794253398, 'bagging_fraction': 0.9358542911697918, 'bagging_freq': 10, 'min_child_samples': 1, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",95,0.8781494824625151,0.4008371232993002
BalancedSampling_sampled_data_5000_set_7,"{'lambda_l1': 3.434047646442661e-05, 'lambda_l2': 3.5297459051813105, 'num_leaves': 497, 'feature_fraction': 0.7459176266191042, 'bagging_fraction': 0.8676975675440888, 'bagging_freq': 3, 'min_child_samples': 5, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",100,0.7933631793787085,0.5219476340016355
clhs_sampled_data_5000_set_7,"{'lambda_l1': 0.00016235659481017613, 'lambda_l2': 2.4155096073918034e-06, 'num_leaves': 164, 'feature_fraction': 0.9020572533126111, 'bagging_fraction': 0.810447949060511, 'bagging_freq': 3, 'min_child_samples': 2, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",100,0.7933456360933315,0.5023222404342044
FCMtp2sampled_data_5000_set_7,"{'lambda_l1': 0.004180643268239435, 'lambda_l2': 0.01805237917639854, 'num_leaves': 477, 'feature_fraction': 0.6810702284926206, 'bagging_fraction': 0.9391785768687759, 'bagging_freq': 12, 'min_child_samples': 9, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",100,0.6646671081898223,0.6495072024708106
FSCS_sampled_data_5000_set_7,"{'lambda_l1': 0.2995405281383814, 'lambda_l2': 0.0037791220160033573, 'num_leaves': 436, 'feature_fraction': 0.8508630645557057, 'bagging_fraction': 0.8521469018424069, 'bagging_freq': 3, 'min_child_samples': 20, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",60,0.84643888373947,0.4640026663985974
BalancedSampling_sampled_data_5000_set_8,"{'lambda_l1': 2.2980333565578794, 'lambda_l2': 5.946045185790903e-07, 'num_leaves': 164, 'feature_fraction': 0.9331030774985372, 'bagging_fraction': 0.9088165529182183, 'bagging_freq': 8, 'min_child_samples': 1, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",100,0.7886315326713139,0.5115776316750092
clhs_sampled_data_5000_set_8,"{'lambda_l1': 0.0003079135311681342, 'lambda_l2': 2.580354216427974, 'num_leaves': 362, 'feature_fraction': 0.7047435631919294, 'bagging_fraction': 0.9028781364192905, 'bagging_freq': 5, 'min_child_samples': 6, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",77,0.8044159487030927,0.4866841619273653
FCMtp2sampled_data_5000_set_8,"{'lambda_l1': 0.05506786504836723, 'lambda_l2': 3.4901893562942296e-06, 'num_leaves': 217, 'feature_fraction': 0.6510842310078968, 'bagging_fraction': 0.8639662252755407, 'bagging_freq': 1, 'min_child_samples': 4, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",100,0.6527353400155953,0.6243425472991653
FSCS_sampled_data_5000_set_8,"{'lambda_l1': 0.844830192976786, 'lambda_l2': 0.0001371807716760017, 'num_leaves': 375, 'feature_fraction': 0.569915981218862, 'bagging_fraction': 0.7859819194336067, 'bagging_freq': 8, 'min_child_samples': 2, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",97,0.8776385557683705,0.41573422277078476
BalancedSampling_sampled_data_5000_set_9,"{'lambda_l1': 4.833196632979199e-08, 'lambda_l2': 1.2146083869737518, 'num_leaves': 277, 'feature_fraction': 0.6625980495947278, 'bagging_fraction': 0.9345036860771858, 'bagging_freq': 2, 'min_child_samples': 4, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",84,0.7965466184932408,0.48203584383870457
clhs_sampled_data_5000_set_9,"{'lambda_l1': 0.024605809453879506, 'lambda_l2': 0.0008936566478494205, 'num_leaves': 277, 'feature_fraction': 0.9985492117675654, 'bagging_fraction': 0.9484557443148964, 'bagging_freq': 0, 'min_child_samples': 14, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",62,0.7942876644263901,0.500225850455716
FCMtp2sampled_data_5000_set_9,"{'lambda_l1': 2.8185364590592907e-05, 'lambda_l2': 7.5057181492064936e-06, 'num_leaves': 316, 'feature_fraction': 0.7119746871554962, 'bagging_fraction': 0.6032603125275064, 'bagging_freq': 1, 'min_child_samples': 5, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",98,0.6625812196775717,0.6316532667658161
FSCS_sampled_data_5000_set_9,"{'lambda_l1': 0.8303097991243295, 'lambda_l2': 1.4310893069644857, 'num_leaves': 500, 'feature_fraction': 0.6562629901630569, 'bagging_fraction': 0.9089869504085224, 'bagging_freq': 12, 'min_child_samples': 24, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",57,0.8256468836215765,0.47960699188733036
BalancedSampling_sampled_data_5000_set_10,"{'lambda_l1': 0.0025136886616583904, 'lambda_l2': 9.827525614050936, 'num_leaves': 498, 'feature_fraction': 0.6881911892022301, 'bagging_fraction': 0.7974278088747614, 'bagging_freq': 12, 'min_child_samples': 3, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",100,0.7970438710664566,0.5060360069322256
clhs_sampled_data_5000_set_10,"{'lambda_l1': 0.3792436407681724, 'lambda_l2': 0.00012606740791819596, 'num_leaves': 199, 'feature_fraction': 0.5983144830690967, 'bagging_fraction': 0.9984496304226887, 'bagging_freq': 0, 'min_child_samples': 1, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",92,0.80472065299666,0.47936394321925657
FCMtp2sampled_data_5000_set_10,"{'lambda_l1': 4.4369809838457655e-05, 'lambda_l2': 1.4902285538481591e-06, 'num_leaves': 192, 'feature_fraction': 0.4537295857691923, 'bagging_fraction': 0.31820323259425437, 'bagging_freq': 0, 'min_child_samples': 1, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",100,0.6012457237417088,0.6307024931886192
FSCS_sampled_data_5000_set_10,"{'lambda_l1': 7.382909240415208, 'lambda_l2': 0.0025611867757170596, 'num_leaves': 91, 'feature_fraction': 0.7832864487554118, 'bagging_fraction': 0.9056316789705927, 'bagging_freq': 2, 'min_child_samples': 16, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",100,0.8332393061911951,0.4980134901135086
BalancedSampling_sampled_data_5000_set_11,"{'lambda_l1': 5.466776762135435e-07, 'lambda_l2': 2.494035497803155e-06, 'num_leaves': 270, 'feature_fraction': 0.6551899348494873, 'bagging_fraction': 0.9082659566686923, 'bagging_freq': 1, 'min_child_samples': 1, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",100,0.8006341210939114,0.48289607215563446
clhs_sampled_data_5000_set_11,"{'lambda_l1': 0.000198612010472395, 'lambda_l2': 0.13762217139737803, 'num_leaves': 167, 'feature_fraction': 0.5662257913466944, 'bagging_fraction': 0.9001480147750331, 'bagging_freq': 2, 'min_child_samples': 6, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",100,0.8020710571435089,0.49775329606761304
FCMtp2sampled_data_5000_set_11,"{'lambda_l1': 0.0006695150715039909, 'lambda_l2': 7.505807900855004e-06, 'num_leaves': 510, 'feature_fraction': 0.519340633141582, 'bagging_fraction': 0.9929283640964169, 'bagging_freq': 0, 'min_child_samples': 1, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",100,0.5802415950508852,0.6480655579477133
FSCS_sampled_data_5000_set_11,"{'lambda_l1': 8.48184512781966, 'lambda_l2': 5.976107945041826e-08, 'num_leaves': 411, 'feature_fraction': 0.7854720267888918, 'bagging_fraction': 0.9917172051008858, 'bagging_freq': 1, 'min_child_samples': 15, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",90,0.831437685762901,0.47853040397627866
BalancedSampling_sampled_data_5000_set_12,"{'lambda_l1': 0.0032900460757782084, 'lambda_l2': 0.0639663638765963, 'num_leaves': 337, 'feature_fraction': 0.47953802310260657, 'bagging_fraction': 0.9426463777537165, 'bagging_freq': 3, 'min_child_samples': 13, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",100,0.7922900962554389,0.49175847849001464
clhs_sampled_data_5000_set_12,"{'lambda_l1': 0.47834604391949326, 'lambda_l2': 4.496229055377692e-06, 'num_leaves': 285, 'feature_fraction': 0.8041673060766263, 'bagging_fraction': 0.8743942082070246, 'bagging_freq': 4, 'min_child_samples': 12, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",77,0.789554842822621,0.5146253630646461
FCMtp2sampled_data_5000_set_12,"{'lambda_l1': 5.6763414896413204e-05, 'lambda_l2': 0.0013137647151685915, 'num_leaves': 365, 'feature_fraction': 0.9332484984907375, 'bagging_fraction': 0.8734438662456397, 'bagging_freq': 2, 'min_child_samples': 6, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",100,0.6740029727352079,0.6112708121211671
FSCS_sampled_data_5000_set_12,"{'lambda_l1': 0.00011434738660144791, 'lambda_l2': 0.0001269400833415499, 'num_leaves': 83, 'feature_fraction': 0.7822535500152231, 'bagging_fraction': 0.9658763628272647, 'bagging_freq': 1, 'min_child_samples': 5, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",99,0.8602739397414405,0.42405947837182284
BalancedSampling_sampled_data_5000_set_13,"{'lambda_l1': 0.001669414287642683, 'lambda_l2': 1.623434337946256, 'num_leaves': 281, 'feature_fraction': 0.5594857878106043, 'bagging_fraction': 0.6968721876374327, 'bagging_freq': 0, 'min_child_samples': 6, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",100,0.7956560684651396,0.4708441056705128
clhs_sampled_data_5000_set_13,"{'lambda_l1': 8.493128246284721e-06, 'lambda_l2': 1.4027184410272429, 'num_leaves': 210, 'feature_fraction': 0.6069869532804382, 'bagging_fraction': 0.7913276691120897, 'bagging_freq': 15, 'min_child_samples': 5, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",100,0.79446225035898,0.527657835771618
FCMtp2sampled_data_5000_set_13,"{'lambda_l1': 4.0145429496874417e-07, 'lambda_l2': 4.226633204450184, 'num_leaves': 409, 'feature_fraction': 0.8304426793955677, 'bagging_fraction': 0.8521412629802965, 'bagging_freq': 2, 'min_child_samples': 5, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",100,0.6509888600478646,0.6060489682277517
FSCS_sampled_data_5000_set_13,"{'lambda_l1': 6.878079021685447e-07, 'lambda_l2': 0.0002488031735660592, 'num_leaves': 397, 'feature_fraction': 0.6666305569653349, 'bagging_fraction': 0.8866115453691166, 'bagging_freq': 2, 'min_child_samples': 12, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",63,0.872255363476369,0.4061593220786177
BalancedSampling_sampled_data_5000_set_14,"{'lambda_l1': 0.017256840214216276, 'lambda_l2': 0.19019598951078118, 'num_leaves': 202, 'feature_fraction': 0.5832674734832848, 'bagging_fraction': 0.6414285440053525, 'bagging_freq': 2, 'min_child_samples': 2, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",100,0.7933413396168114,0.5153875262842063
clhs_sampled_data_5000_set_14,"{'lambda_l1': 0.00045208611813589986, 'lambda_l2': 9.083452204991985e-05, 'num_leaves': 298, 'feature_fraction': 0.6482502105132371, 'bagging_fraction': 0.9219306463198829, 'bagging_freq': 7, 'min_child_samples': 4, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",97,0.8047780236972375,0.5009974294316397
FCMtp2sampled_data_5000_set_14,"{'lambda_l1': 1.5218137254162392e-05, 'lambda_l2': 0.0001743662596282101, 'num_leaves': 426, 'feature_fraction': 0.5696876957861531, 'bagging_fraction': 0.9424729790235642, 'bagging_freq': 3, 'min_child_samples': 6, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",100,0.635572812923066,0.6337551760059722
FSCS_sampled_data_5000_set_14,"{'lambda_l1': 7.273489181795528, 'lambda_l2': 0.0002821379702142932, 'num_leaves': 318, 'feature_fraction': 0.7842775127043641, 'bagging_fraction': 0.8618436969682257, 'bagging_freq': 4, 'min_child_samples': 1, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",93,0.8521289314863663,0.4388216167496424
BalancedSampling_sampled_data_5000_set_15,"{'lambda_l1': 2.703601109634874e-07, 'lambda_l2': 0.011154983254923229, 'num_leaves': 267, 'feature_fraction': 0.5820692672391203, 'bagging_fraction': 0.9432621469255372, 'bagging_freq': 9, 'min_child_samples': 4, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",85,0.7855771558048716,0.5345761634335571
clhs_sampled_data_5000_set_15,"{'lambda_l1': 2.5065753180800267e-06, 'lambda_l2': 5.310692858469392e-08, 'num_leaves': 175, 'feature_fraction': 0.8595728651413346, 'bagging_fraction': 0.9587142194905884, 'bagging_freq': 3, 'min_child_samples': 10, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",59,0.8075190609863472,0.5070562681137296
FCMtp2sampled_data_5000_set_15,"{'lambda_l1': 1.4374483363152825e-07, 'lambda_l2': 6.4853846733604845, 'num_leaves': 405, 'feature_fraction': 0.5249351604080756, 'bagging_fraction': 0.7813161874109465, 'bagging_freq': 4, 'min_child_samples': 1, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",100,0.5411081250201131,0.6051137834190031
FSCS_sampled_data_5000_set_15,"{'lambda_l1': 7.781946277967894e-08, 'lambda_l2': 0.18419818041010833, 'num_leaves': 148, 'feature_fraction': 0.9268412128550487, 'bagging_fraction': 0.9485561247911759, 'bagging_freq': 3, 'min_child_samples': 23, 'objective': 'regression', 'metric': 'rmse', 'boosting_type': 'gbdt', 'seed': 42}",47,0.8331950962968852,0.4984828359599532
